NOTE,id,Moy_Pontage_de_fissures,Moy_Comblage_de_trou_ou_Projection_d_enrobe,Moy_Longitudinale,Moy_Transversale,Moy_Nid_de_poule,Moy_Faiencage,Moy_Arrachement_pelade,Moy_Remblaiement_de_tranchees
3.1575,D12_PR36_0_PR36_200,0.0,0.0,0.625,0.6617649999999999,0.0,0.154412,0.17647100000000002,0.0220588
2.625,D12_PR36_200_PR36_400,0.0,0.0,0.143056,0.00555555,0.0,0.0,0.621528,0.0
5.945,D12_PR36_400_PR36_600,0.0,0.0,0.017361099999999997,0.0125,0.0,0.0,0.93125,0.0
6.65,D12_PR36_600_PR36_800,0.0,0.0,0.245833,0.0,0.0,0.00625,0.672222,0.0
8.92405,D12_PR36_800_PR36_958,0.0,0.0,0.015822799999999998,0.0,0.0,0.0,0.813643,0.0
10.0,D12_PR37_0_PR37_200,0.0,0.0,0.01875,0.0,0.0,0.0,0.461111,0.0
10.0,D12_PR37_200_PR37_400,0.0,0.0,0.0416666,0.0,0.0,0.0,0.533333,0.0
10.0,D12_PR37_400_PR37_600,0.0,0.0,0.07916669999999999,0.0,0.0,0.0,0.865972,0.0
10.0,D12_PR37_600_PR37_800,0.0,0.0,0.0875,0.0,0.0,0.0,0.6965279999999999,0.0
10.0,D12_PR37_800_PR37_1008,0.0,0.0,0.108974,0.0,0.0,0.0,0.8497600000000001,0.0
10.0,D12_PR38_0_PR38_200,0.0,0.0,0.055555499999999994,0.0,0.0,0.0,1.0,0.0
6.445,D12_PR40_400_PR40_600,0.0,0.0,0.607143,0.28125,0.0,0.125,0.0,0.0
10.0,D12_PR42_200_PR42_400,0.0,0.0,0.03125,0.0,0.0,0.0,0.875,0.0
10.0,D12_PR42_400_PR42_600,0.0,0.0,0.03125,0.06875,0.0,0.0,0.86875,0.0
10.0,D12_PR42_600_PR42_800,0.0,0.0,0.01875,0.0,0.0,0.0,0.65625,0.0
10.0,D12_PR42_800_PR42_1007,0.0,0.0,0.0241546,0.030193200000000003,0.0,0.0,0.6823670000000001,0.0
10.0,D12_PR43_0_PR43_200,0.0,0.0,0.00625,0.0,0.0,0.00625,0.54375,0.0
10.0,D12_PR43_200_PR43_400,0.0,0.0,0.01875,0.0,0.0,0.0,0.8625,0.0
10.0,D12_PR43_400_PR43_600,0.0,0.0,0.0125,0.00625,0.0,0.0,0.96875,0.0
10.0,D12_PR43_600_PR43_800,0.0,0.0,0.03125,0.0,0.0,0.0,0.84375,0.0
10.0,D12_PR43_800_PR43_1008,0.0,0.0,0.108173,0.0,0.0,0.018028799999999998,0.553571,0.0
10.0,D12_PR44_0_PR44_200,0.0,0.0,0.0258928,0.0,0.0,0.0,0.225,0.0
10.0,D12_PR44_200_PR44_400,0.0,0.00625,0.01875,0.0,0.0,0.00625,0.49821400000000005,0.0
10.0,D12_PR44_400_PR44_600,0.0,0.0,0.00625,0.0,0.0,0.0,0.325893,0.0
10.0,D12_PR44_600_PR44_800,0.0,0.0,0.0196429,0.0,0.0,0.0,0.315179,0.0
10.0,D12_PR44_800_PR44_1005,0.0,0.0,0.0121951,0.0,0.0,0.0,0.5191640000000001,0.0
10.0,D12_PR45_0_PR45_200,0.0,0.0,0.00714285,0.0,0.0,0.0,0.711607,0.0
10.0,D12_PR45_200_PR45_400,0.0,0.0,0.0125,0.00625,0.0,0.0,0.69375,0.0
10.0,D12_PR45_400_PR45_600,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.0
10.0,D12_PR45_600_PR45_800,0.0,0.0,0.0,0.025,0.0,0.0,0.4875,0.0
10.0,D12_PR45_800_PR45_1008,0.0,0.0,0.0,0.078125,0.0,0.0,0.26139,0.0
10.0,D12_PR46_0_PR46_292,0.0,0.0,0.00856164,0.047089,0.0,0.0,0.43016099999999996,0.00428082
9.82,D120_PR0_0_PR0_200,0.0,0.0,0.0909091,0.0909091,0.0,0.0,0.0,0.0
9.535,D120_PR0_200_PR0_400,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR0_400_PR0_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.93878,D120_PR0_600_PR0_800,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
10.0,D120_PR0_800_PR0_1007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR1_0_PR1_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.69,D120_PR1_200_PR1_400,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
10.0,D120_PR1_400_PR1_600,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
10.0,D120_PR1_600_PR1_800,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2
9.4898,D120_PR1_800_PR1_996,0.0,0.10416700000000001,0.10416700000000001,0.0,0.0,0.10416700000000001,0.10416700000000001,0.0
10.0,D120_PR2_0_PR2_200,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
10.0,D120_PR2_200_PR2_400,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0
9.26,D120_PR2_400_PR2_600,0.0,0.11111099999999999,0.0,0.0,0.0,0.0,0.11111099999999999,0.0
9.105,D120_PR2_600_PR2_800,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
7.7112300000000005,D120_PR2_800_PR2_987,0.0,0.0,0.0,0.0,0.103093,0.0,0.206186,0.0
8.185,D120_PR3_0_PR3_200,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
9.66527,D120_PR3_200_PR3_445,0.0,0.0,0.0,0.0,0.0,0.0,0.08333330000000001,0.0
7.54,D120_PR4_0_PR4_200,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
7.39,D120_PR4_200_PR4_400,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1
7.21,D120_PR4_400_PR4_600,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
7.0,D120_PR4_600_PR4_800,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.0
8.24286,D120_PR4_800_PR4_1010,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
8.635,D120_PR5_0_PR5_200,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1
9.96,D120_PR5_200_PR5_400,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1
7.355,D120_PR5_400_PR5_600,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.1
9.84,D120_PR5_600_PR5_800,0.0,0.0,0.3,0.1,0.0,0.0,0.1,0.0
9.076139999999999,D120_PR5_800_PR5_1021,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1
8.095,D120_PR6_0_PR6_200,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0
9.785,D120_PR6_200_PR6_400,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0
8.095,D120_PR6_400_PR6_600,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.2
7.0,D120_PR6_600_PR6_800,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
6.41709,D120_PR6_800_PR6_999,0.0,0.0,0.0,0.0,0.10101,0.0,0.20202,0.0
7.45,D120_PR7_0_PR7_200,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.0
6.62,D120_PR7_200_PR7_400,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.0
6.75,D120_PR7_400_PR7_600,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
6.85,D120_PR7_600_PR7_800,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
6.43478,D120_PR7_800_PR7_1007,0.0,0.0,0.0,0.0,0.0,0.0,0.412371,0.0
6.921469999999999,D120_PR8_0_PR8_200,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0
6.58,D120_PR8_200_PR8_400,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
6.895,D120_PR8_400_PR8_600,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
5.41,D120_PR8_600_PR8_800,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
5.53846,D120_PR8_800_PR8_995,0.0,0.0,0.0,0.0,0.0,0.0,0.44444399999999995,0.0
5.365,D120_PR9_0_PR9_200,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
7.0,D120_PR9_200_PR9_400,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0
7.12,D120_PR9_400_PR9_600,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
7.945,D120_PR9_600_PR9_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5285,D120_PR9_800_PR9_993,0.0,0.0,0.09708739999999999,0.0,0.0,0.0,0.0,0.0
9.79,D120_PR10_0_PR10_200,0.0,0.0,0.2,0.1,0.0,0.2,0.2,0.0
9.92308,D120_PR10_200_PR10_305,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0
4.9,D120_PR11_0_PR11_200,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2
4.94,D120_PR11_200_PR11_400,0.0,0.0,0.2,0.0,0.0,0.4,0.1,0.0
5.16,D120_PR11_400_PR11_600,0.0,0.1,0.3,0.1,0.0,0.2,0.0,0.1
9.28,D120_PR11_600_PR11_800,0.0,0.0,0.1,0.0,0.0,0.1,0.4,0.2
9.57789,D120_PR11_800_PR11_999,0.0,0.0,0.07142860000000001,0.0,0.0,0.0,0.357143,0.07142860000000001
10.0,D120_PR12_0_PR12_200,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
10.0,D120_PR12_200_PR12_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
10.0,D120_PR12_400_PR12_600,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1
10.0,D120_PR12_600_PR12_800,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
10.0,D120_PR12_800_PR12_1000,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
10.0,D120_PR13_0_PR13_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
9.46,D120_PR13_200_PR13_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.50769,D120_PR13_400_PR13_600,0.0,0.0,0.0,0.0,0.0,0.0,0.11111099999999999,0.0
9.865,D120_PR13_600_PR13_800,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
10.0,D120_PR13_800_PR13_1001,0.0,0.0,0.0,0.0,0.0,0.0,0.207921,0.0
8.79,D120_PR14_0_PR14_200,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0
8.575,D120_PR14_200_PR14_400,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
10.0,D120_PR14_400_PR14_600,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
9.505,D120_PR14_600_PR14_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.9005,D120_PR14_800_PR14_1001,0.0,0.0,0.19802,0.0,0.0,0.0,0.19802,0.0
10.0,D120_PR15_0_PR15_200,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
10.0,D120_PR15_200_PR15_400,0.0,0.0,0.11111099999999999,0.0,0.0,0.0,0.11111099999999999,0.0
10.0,D120_PR15_400_PR15_600,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR15_600_PR15_800,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.0
10.0,D120_PR15_800_PR15_999,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR16_0_PR16_200,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0
10.0,D120_PR16_200_PR16_400,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
9.96,D120_PR16_400_PR16_600,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
9.97,D120_PR16_600_PR16_800,0.0,0.0,0.363636,0.0,0.0,0.0,0.181818,0.0
9.82857,D120_PR16_800_PR16_1010,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0
9.97,D120_PR17_0_PR17_200,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
9.415,D120_PR17_200_PR17_400,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1
9.99,D120_PR17_400_PR17_600,0.0,0.0,0.4,0.0,0.0,0.1,0.2,0.0
9.9,D120_PR17_600_PR17_800,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.1
8.01036,D120_PR17_800_PR17_993,0.0,0.0,0.194175,0.0,0.0,0.0,0.194175,0.194175
6.82,D120_PR18_0_PR18_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.39,D120_PR18_200_PR18_400,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1
9.99,D120_PR18_400_PR18_600,0.0,0.0,0.11111099999999999,0.0,0.0,0.11111099999999999,0.0,0.0
10.0,D120_PR18_600_PR18_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR18_800_PR18_996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR19_0_PR19_200,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
9.84342,D120_PR19_200_PR19_489,0.0,0.0,0.384615,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR20_0_PR20_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.6,D120_PR20_200_PR20_400,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR20_400_PR20_600,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR20_600_PR20_800,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1
6.4974099999999995,D120_PR20_800_PR20_993,0.0,0.0,1.0,0.555556,0.0,0.0,0.0,0.11111099999999999
1.81,D120_PR21_0_PR21_200,0.1,0.0,0.8,0.3,0.0,0.0,0.1,0.5
2.995,D120_PR21_200_PR21_400,0.1,0.0,0.2,0.0,0.0,0.1,0.3,0.2
1.91,D120_PR21_400_PR21_600,0.0,0.0,0.5,0.6,0.0,0.2,0.1,0.0
2.105,D120_PR21_600_PR21_800,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0
6.4482800000000005,D120_PR21_800_PR21_1003,0.0,0.0,0.5,0.2,0.0,0.1,0.1,0.0
4.9,D120_PR22_0_PR22_200,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.0
6.905,D120_PR22_200_PR22_400,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
7.805,D120_PR22_400_PR22_600,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0
8.74,D120_PR22_600_PR22_800,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
7.0,D120_PR22_800_PR22_997,0.0,0.0,0.0,0.0,0.0,0.0,0.309278,0.0
7.31,D120_PR23_0_PR23_200,0.6,0.0,0.0,0.5,0.0,0.0,0.2,0.0
5.925,D120_PR23_200_PR23_400,0.7,0.0,0.4,0.4,0.0,0.0,0.2,0.7
5.145,D120_PR23_400_PR23_600,0.8461540000000001,0.07692310000000001,0.153846,0.461538,0.0,0.153846,0.153846,0.307692
4.29,D120_PR23_600_PR23_800,0.8,0.0,0.3,0.6,0.0,0.1,0.1,0.2
2.18112,D120_PR23_800_PR23_996,0.8888889999999999,0.0,0.44444399999999995,0.777778,0.0,0.11111099999999999,0.11111099999999999,0.0
4.085,D120_PR24_0_PR24_200,0.9,0.0,0.3,0.7,0.0,0.2,0.0,0.0
4.66,D120_PR24_200_PR24_400,0.9,0.1,0.7,0.6,0.0,0.1,0.0,0.0
4.7,D120_PR24_400_PR24_600,1.0,0.0,0.2,0.4,0.0,0.1,0.0,0.0
4.66,D120_PR24_600_PR24_800,0.8,0.0,0.6,0.7,0.0,0.0,0.0,0.0
4.67513,D120_PR24_800_PR24_997,0.6,0.0,0.4,0.6,0.0,0.1,0.0,0.2
4.64,D120_PR25_0_PR25_200,0.8,0.0,0.3,0.4,0.0,0.0,0.0,0.1
5.14414,D120_PR25_200_PR25_312,0.8,0.0,0.2,0.2,0.0,0.0,0.2,0.2
2.975,D120_PR26_0_PR26_200,0.0,0.0,0.5,0.6,0.0,0.3,0.4,0.0
4.745,D120_PR26_200_PR26_400,0.0,0.0,0.0,0.4,0.0,0.3,0.1,0.0
4.845,D120_PR26_400_PR26_600,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
8.425,D120_PR26_600_PR26_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,D120_PR26_800_PR26_1003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.255,D120_PR27_0_PR27_200,0.0,0.0,0.1,0.0,0.0,0.1,0.4,0.0
5.96,D120_PR27_200_PR27_400,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0
9.58,D120_PR27_400_PR27_600,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
9.31,D120_PR27_600_PR27_800,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0
8.63902,D120_PR27_800_PR27_1005,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
7.0,D120_PR28_0_PR28_200,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
9.19,D120_PR28_200_PR28_400,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
9.0,D120_PR28_400_PR28_600,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0
10.0,D120_PR28_600_PR28_800,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
9.27094,D120_PR28_800_PR28_1003,0.0,0.0,0.09708739999999999,0.12621400000000002,0.0,0.0,0.38835,0.0
9.86,D120_PR29_0_PR29_200,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
7.0,D120_PR29_200_PR29_400,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
9.88,D120_PR29_400_PR29_600,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0
4.875,D120_PR29_600_PR29_800,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0
6.98985,D120_PR29_800_PR29_997,0.0,0.0,0.11111099999999999,0.0,0.0,0.0,0.333333,0.0
9.66667,D120_PR30_0_PR30_60,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
10.0,D120_PR35_0_PR35_200,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
7.55,D120_PR35_200_PR35_400,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.1
6.55,D120_PR35_400_PR35_600,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.1
10.0,D120_PR35_600_PR35_800,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0
10.0,D120_PR35_800_PR35_999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR36_0_PR36_200,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
10.0,D120_PR36_200_PR36_400,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
10.0,D120_PR36_400_PR36_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR36_600_PR36_800,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
9.61576,D120_PR36_800_PR36_1003,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
8.98,D120_PR37_0_PR37_200,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.1
6.53,D120_PR37_200_PR37_400,0.0,0.0,0.1,0.0,0.0,0.1,0.5,0.0
10.0,D120_PR37_400_PR37_600,0.0,0.0,0.1,0.0,0.0,0.3,0.6,0.0
5.8961,D120_PR37_600_PR37_757,0.0,0.0,0.125,0.375,0.0,0.0,0.125,0.0
10.0,D120_PR38_0_PR38_200,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
10.0,D120_PR38_200_PR38_400,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
10.0,D120_PR38_400_PR38_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR38_600_PR38_800,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
10.0,D120_PR38_800_PR38_996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR39_0_PR39_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR39_200_PR39_400,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
10.0,D120_PR39_400_PR39_600,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0
9.35,D120_PR39_600_PR39_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR39_800_PR39_998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR40_0_PR40_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR40_200_PR40_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.83,D120_PR40_400_PR40_600,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1
8.275,D120_PR40_600_PR40_800,0.0,0.0,0.1,0.1,0.0,0.0,0.3,0.3
9.89286,D120_PR40_800_PR40_996,0.0,0.0,0.0,0.0,0.0,0.0625,0.10416700000000001,0.0
10.0,D120_PR41_0_PR41_200,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
10.0,D120_PR41_200_PR41_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
9.76,D120_PR41_400_PR41_600,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0
10.0,D120_PR41_600_PR41_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR41_800_PR41_1003,0.0,0.0,0.09708739999999999,0.0,0.0,0.0,0.194175,0.0
10.0,D120_PR42_0_PR42_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR42_200_PR42_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR42_400_PR42_600,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.0
9.99,D120_PR42_600_PR42_800,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
10.0,D120_PR42_800_PR42_1000,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
10.0,D120_PR43_0_PR43_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR43_200_PR43_400,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
10.0,D120_PR43_400_PR43_600,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
10.0,D120_PR43_600_PR43_800,0.0,0.0,0.11111099999999999,0.0,0.0,0.0,0.22222199999999998,0.0
7.241210000000001,D120_PR43_800_PR43_999,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0
3.875,D120_PR44_0_PR44_200,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
1.4,D120_PR44_200_PR44_400,0.0,0.0,0.4,0.1,0.0,0.0,0.1,0.0
5.025,D120_PR44_400_PR44_600,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0
10.0,D120_PR44_600_PR44_800,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.0
10.0,D120_PR44_800_PR44_999,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
10.0,D120_PR45_0_PR45_258,0.0,0.0,0.25,0.0,0.0,0.0,0.08333330000000001,0.0
10.0,D120_PR46_0_PR46_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR46_200_PR46_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR46_400_PR46_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR46_600_PR46_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR46_800_PR46_996,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
10.0,D120_PR47_0_PR47_200,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
10.0,D120_PR47_200_PR47_400,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
10.0,D120_PR47_400_PR47_600,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
8.8,D120_PR47_600_PR47_800,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR47_800_PR47_1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR48_0_PR48_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR48_200_PR48_400,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
10.0,D120_PR48_400_PR48_600,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
10.0,D120_PR48_600_PR48_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR48_800_PR48_1001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR49_0_PR49_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR49_200_PR49_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR49_400_PR49_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR49_600_PR49_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR49_800_PR49_998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR50_0_PR50_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR50_200_PR50_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR50_400_PR50_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR50_600_PR50_800,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
9.96748,D120_PR50_800_PR50_927,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
10.0,D120_PR51_0_PR51_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.98,D120_PR51_200_PR51_400,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
9.98,D120_PR51_400_PR51_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR51_600_PR51_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.98361,D120_PR51_800_PR51_1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR52_0_PR52_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR52_200_PR52_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.98,D120_PR52_400_PR52_600,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
10.0,D120_PR52_600_PR52_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR52_800_PR52_957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR53_0_PR53_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR53_200_PR53_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR53_400_PR53_600,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
10.0,D120_PR53_600_PR53_800,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
10.0,D120_PR53_800_PR53_997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR54_0_PR54_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR54_200_PR54_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D120_PR54_400_PR54_600,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
