NOTE,id,Arrachement pelade,Arrachement peignage,Arrachement plumage,Autres réparations,Faiencage grave,Faiencage significatif,Longitudinale grave,Longitudinale significatif,Pontage,Transversale grave,Transversale significatif,Réparation en BB
7.21,D115_PR120_400_PR120_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.61,D115_PR120_600_PR120_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.52451,D115_PR120_800_PR120_1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00980392,0.0
6.175,D115_PR121_0_PR121_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.64,D115_PR121_200_PR121_400,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.28,D115_PR121_400_PR121_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.08,0.0,0.07,0.0
5.06,D115_PR121_600_PR121_800,0.0,0.0,0.03,0.0,0.0,0.0,0.05,0.68,0.12,0.01,0.13,0.0
5.55665,D115_PR121_800_PR121_1003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157635,0.0,0.0,0.0,0.0
6.085,D115_PR122_0_PR122_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.2,D115_PR122_200_PR122_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.87895,D115_PR122_400_PR122_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.405,D115_PR122_600_PR122_800,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
8.55851,D115_PR122_800_PR122_988,0.0212766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.7,D115_PR123_0_PR123_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.86,D115_PR123_200_PR123_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.175,D115_PR123_400_PR123_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.92,D115_PR123_600_PR123_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.31868,D115_PR123_800_PR123_982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.17,D115_PR124_0_PR124_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.66,D115_PR124_200_PR124_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.99,D115_PR124_400_PR124_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.125,D115_PR124_600_PR124_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.28395,D115_PR124_800_PR124_1043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.04,D115_PR125_0_PR125_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.555,D115_PR125_200_PR125_400,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.93,D115_PR125_400_PR125_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.35,D115_PR125_600_PR125_800,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.11,D115_PR125_800_PR125_1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,D115_PR126_0_PR126_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,D115_PR126_200_PR126_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.38,D115_PR126_400_PR126_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.62,D115_PR126_600_PR126_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.41624,D115_PR126_800_PR126_997,0.0,0.0,0.0152284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.995,D115_PR127_0_PR127_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.155,D115_PR127_200_PR127_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
9.06,D115_PR127_400_PR127_600,0.0,0.03,0.0,0.075,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0
4.57,D115_PR127_600_PR127_800,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.48,0.0,0.0,0.0,0.0
3.73262,D115_PR127_800_PR127_987,0.0,0.0,0.0,0.0,0.0,0.0,0.0481283,0.160428,0.0,0.0,0.0641711,0.0
10.0,D115_PR127_987_PR127_992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
5.465,D115_PR128_0_PR128_200,0.0,0.0,0.0,0.04,0.0,0.44,0.0,0.15,0.0,0.0,0.015,0.0
5.43,D115_PR128_200_PR128_400,0.0,0.0,0.0,0.595,0.0,0.105,0.135,0.2,0.0,0.0,0.0,0.0
9.13,D115_PR128_400_PR128_600,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,D115_PR128_600_PR128_800,0.0,0.0,0.0,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.745,D115_PR128_800_PR128_1000,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.77966,D115_PR128_1000_PR128_1177,0.0,0.0,0.0,0.40678000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.84422,D115_PR129_0_PR129_200,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.18,D115_PR129_200_PR129_400,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.685,D115_PR129_400_PR129_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.595,D115_PR129_600_PR129_800,0.0,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.41916,D115_PR129_800_PR129_967,0.0,0.0,0.0,0.185629,0.0,0.0,0.0,0.0,0.0,0.0,0.011976,0.0
9.695,D115_PR130_0_PR130_200,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
9.775,D115_PR130_200_PR130_400,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.585,D115_PR130_400_PR130_600,0.0,0.0,0.165,0.125,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
8.425,D115_PR130_600_PR130_800,0.0,0.0,0.0,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.65438,D115_PR130_800_PR130_1017,0.0,0.0,0.0,0.11520699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.97,D115_PR131_0_PR131_200,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.945,D115_PR131_200_PR131_400,0.105,0.0,0.095,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.605,D115_PR131_400_PR131_600,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
9.85,D115_PR131_600_PR131_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115_PR131_800_PR131_1001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.58,D115_PR132_0_PR132_200,0.0,0.0,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.94,D115_PR132_200_PR132_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.385,D115_PR132_400_PR132_600,0.0,0.13,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.94,D115_PR132_600_PR132_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115_PR132_800_PR132_1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115_PR133_0_PR133_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115_PR133_200_PR133_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.65,D115_PR133_400_PR133_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0
6.2,D115_PR133_600_PR133_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0
6.560389999999999,D115_PR133_800_PR133_1007,0.0,0.0,0.0241546,0.0,0.115942,0.033816399999999996,0.0,0.415459,0.0,0.0,0.0,0.0
7.045,D115E1_PR1_-340_PR1_-140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925
7.0,D115E1_PR1_-140_PR1_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.20339,D115E1_PR1_0_PR1_220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
7.340310000000001,D115E1_PR1_220_PR1_420,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.735
7.0,D115E1_PR1_420_PR1_620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.0,D115E1_PR1_620_PR1_820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.0,D115E1_PR1_820_PR1_1020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.0,D115E1_PR1_1020_PR1_1220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.0,D115E1_PR1_1220_PR1_1324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.48,D115E1_PR2_0_PR2_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
10.0,D115E1_PR2_200_PR2_317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.92893,D115E10_PR0_0_PR0_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0
6.855,D115E10_PR0_200_PR0_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
9.76,D115E10_PR0_400_PR0_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0
9.35,D115E10_PR0_600_PR0_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
4.0121,D115E10_PR0_800_PR0_1048,0.0,0.350806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.97906,D115E11_PR0_0_PR0_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
10.0,D115E11_PR0_200_PR0_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.99,D115E11_PR0_400_PR0_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
10.0,D115E11_PR0_600_PR0_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR0_800_PR0_1028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR1_0_PR1_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR1_200_PR1_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR1_400_PR1_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR1_600_PR1_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR1_800_PR1_973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR2_0_PR2_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR2_200_PR2_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR2_400_PR2_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR2_600_PR2_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR2_800_PR2_993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR3_0_PR3_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.98,D115E11_PR3_200_PR3_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
10.0,D115E11_PR3_400_PR3_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR3_600_PR3_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR3_800_PR3_1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR4_0_PR4_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR4_200_PR4_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR4_400_PR4_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.6,D115E11_PR4_600_PR4_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
10.0,D115E11_PR4_800_PR4_1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E11_PR4_1000_PR4_1116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.599480000000001,D115E12_PR0_0_PR0_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.005,0.0,0.09,0.0
8.995,D115E12_PR0_200_PR0_400,0.0,0.0,0.0,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.81,D115E12_PR0_400_PR0_600,0.0,0.0,0.07,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.435,D115E12_PR0_600_PR0_800,0.0,0.0,0.045,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355
6.980580000000001,D115E12_PR0_800_PR0_1006,0.0194175,0.0,0.276699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.407767
5.17,D115E12_PR1_0_PR1_200,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62
6.865,D115E12_PR1_200_PR1_400,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725
7.42,D115E12_PR1_400_PR1_600,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77
8.86,D115E12_PR1_600_PR1_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38
8.45588,D115E12_PR1_800_PR1_1004,0.0,0.0,0.122549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269608
10.0,D115E12_PR2_0_PR2_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.31,D115E12_PR2_200_PR2_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
8.935,D115E12_PR2_400_PR2_600,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265
9.085,D115E12_PR2_600_PR2_800,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
10.0,D115E12_PR2_800_PR2_1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.55,D115E12_PR3_0_PR3_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
8.485,D115E12_PR3_200_PR3_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505
9.55,D115E12_PR3_400_PR3_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
8.68,D115E12_PR3_600_PR3_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44
10.0,D115E12_PR3_800_PR3_1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E12_PR4_0_PR4_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.305,D115E12_PR4_200_PR4_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565
9.16,D115E12_PR4_400_PR4_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
7.645,D115E12_PR4_600_PR4_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72
9.7479,D115E12_PR4_800_PR4_1038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0840336
8.74,D115E12_PR5_0_PR5_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
8.74,D115E12_PR5_200_PR5_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
9.4,D115E12_PR5_400_PR5_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
7.0,D115E12_PR5_600_PR5_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.0,D115E12_PR5_800_PR5_961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.59375,D115E12_PR6_0_PR6_62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24193499999999998
8.102039999999999,D115E14_PR0_0_PR0_200,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
9.99,D115E14_PR0_200_PR0_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
10.0,D115E14_PR0_400_PR0_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.34,D115E14_PR0_600_PR0_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.08,0.0
8.601989999999999,D115E14_PR0_800_PR0_1001,0.0,0.0,0.0298507,0.0,0.0,0.0,0.0,0.23383099999999998,0.00995025,0.0,0.019900499999999998,0.0
10.0,D115E14_PR1_0_PR1_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E14_PR1_200_PR1_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E14_PR1_400_PR1_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.625,D115E14_PR1_600_PR1_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0
9.982610000000001,D115E14_PR1_800_PR1_1030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00869565,0.0
10.0,D115E14_PR2_0_PR2_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.7,D115E14_PR2_200_PR2_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
10.0,D115E14_PR2_400_PR2_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.99,D115E14_PR2_600_PR2_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
9.99043,D115E14_PR2_800_PR2_1009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00956938,0.0,0.0,0.0
10.0,D115E14_PR3_0_PR3_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E14_PR3_200_PR3_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E14_PR3_400_PR3_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E14_PR3_600_PR3_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.9881,D115E14_PR3_800_PR3_968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904799999999998,0.0,0.0,0.0
9.9916,D115E14_PR4_0_PR4_238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00840336,0.0,0.0,0.0
8.36406,D115E16_PR0_25_PR0_286,0.011494299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.11111099999999999,0.0,0.0229885,0.0651341,0.0
10.0,D115E16_G_10_PRV0D_0_PRV0D_38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.71429,D115E16U909_PR0_0_PR0_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0
5.5,D115E16U910_PR0_0_PR0_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.766667,0.0,0.0,0.333333,0.0
9.80952,D115E16U992_PR0_0_PR0_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692310000000001,0.0
10.0,D115E1U1160_PR0_0_PR0_38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.9779,D115E2_PR0_0_PR0_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
9.94,D115E2_PR0_200_PR0_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
9.81967,D115E2_PR0_400_PR0_646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0894309,0.0
4.82,D115E2_PR0_646_PR0_846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.095,0.0
4.83784,D115E2_PR0_846_PR0_994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07432430000000001,0.0
4.82,D115E2_PR1_0_PR1_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.0
5.0,D115E2_PR1_200_PR1_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.544969999999999,D115E2_PR1_400_PR1_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.01,0.0
9.565,D115E2_PR1_600_PR1_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
9.646460000000001,D115E2_PR1_800_PR1_998,0.0353535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,D115E2_PR2_0_PR2_58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8191,D115E3_PR0_0_PR0_200,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.605
4.03,D115E3_PR0_200_PR0_400,0.045,0.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94
4.345,D115E3_PR0_400_PR0_600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885
4.16,D115E3_PR0_600_PR0_800,0.005,0.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.62437,D115E3_PR0_800_PR0_997,0.0,0.203046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.588832
7.36923,D115E3_PR1_0_PR1_200,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595
5.84727,D115E3_PR1_200_PR1_475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7781819999999999,0.0,0.0,0.130909,0.0
4.36,D115E4_PR0_0_PR0_200,0.225,0.0,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.57447,D115E4_PR0_200_PR0_406,0.07281549999999999,0.0,0.61165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.165,D115E5_PR0_0_PR0_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555,0.0,0.0,0.03,0.0
6.125,D115E5_PR0_200_PR0_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0.0,0.0,0.0
8.3,D115E5_PR0_400_PR0_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.0,0.0,0.0,0.0
9.745,D115E5_PR0_600_PR0_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085
9.5873,D115E5_PR0_800_PR0_989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12169300000000001
8.24,D115E5_PR1_0_PR1_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
8.765,D115E5_PR1_200_PR1_400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.075
10.0,D115E5_PR1_400_PR1_600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.72,D115E5_PR1_600_PR1_800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
